town,page,url,property_type,price,address,postal_code,city,bedrooms,bedroom1_surface,bedroom2_surface,bathrooms,toilets,surface_livable,terrace,terrace_surface,terrace_orientation,floor,year_built,condition,kitchen_equipment,cellar,glazing_type,elevator,entry_phone,epc_score,epc_total,epc_valid_until
verviers,5,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc47754,Residence,Make offer from 180 000 €,Rue du Paradis 64 4800 Verviers,64,Verviers,3,14 m²,14 m²,1,2,95 m²,Yes,30 m²,,,1875,Fully renovated,Fully equipped,Yes,Double glass,,,372 kWh/m²/year,37017 kWh/year,
verviers,5,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc55096,Residence,145 000 €,Rue Bidaut 75 4800 Verviers,75,Verviers,4,,,1,2,186 m²,Yes,20 m²,,,,,,,,No,,369 kWh/m²/year,,
verviers,5,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc55761,Residence,Make offer from 340 000 €,Rue Joseph Wauters 44 D 4800 Verviers,44,Verviers,3,,,1,2,165 m²,Yes,,,,1967,To be renovated,,Yes,Double glass,,,461 kWh/m²/year,76171 kWh/year,
verviers,5,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbc45517,Residence,Make offer from 249 000 €,Rue Simonis 54 4801 Stembert,54,Stembert,3,12 m²,12 m²,2,2,130 m²,Yes,17 m²,,,1910,Excellent,Super equipped,Yes,Double glass,No,,116 kWh/m²/year,18759 kWh/year,04/03/2035
verviers,5,https://immovlan.be/en/detail/residence/for-sale/4802/heusy/vbc51762,Residence,Make offer from 795 000 €,Rue de Bellaire 25 4802 Heusy,25,Heusy,7,9 m²,10 m²,3,5,372 m²,Yes,33 m²,South,,1950,Normal,,Yes,Double glass,No,Yes,242 kWh/m²/year,104517 kWh/year,04/07/2033
verviers,6,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc16240,Apartment,68 000 €,Crapaurue 71 16 4800 Verviers,71,Verviers,1,,,,1,28 m²,No,,,2,,,,,,No,,154 kWh/m²/year,5032 kWh/year,27/11/2034
verviers,6,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc21494,Apartment,263 500 €,Avenue Peltzer 21 4800 Verviers,21,Verviers,2,13 m²,10 m²,1,1,91 m²,Yes,15 m²,West,1,2024,New,,Yes,Double glass,Yes,Yes,76 kWh/m²/year,7139 kWh/year,17/09/2034
verviers,6,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc22257,Apartment,277 000 €,Avenue Peltzer 21 4800 Verviers,21,Verviers,2,14 m²,10 m²,1,1,101 m²,Yes,15 m²,West,3,2024,New,,Yes,Double glass,Yes,Yes,43 kWh/m²/year,4446 kWh/year,17/09/2034
verviers,6,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc22258,Apartment,285 000 €,Avenue Peltzer 21 4800 Verviers,21,Verviers,2,13 m²,10 m²,1,1,91 m²,Yes,15 m²,West,4,2024,New,,Yes,Double glass,Yes,Yes,49 kWh/m²/year,4654 kWh/year,17/09/2034
verviers,6,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc25348,Apartment,294 000 €,Avenue Peltzer 21 4800 Verviers,21,Verviers,2,13 m²,10 m²,1,1,104 m²,Yes,15 m²,South-east,4,2024,New,,Yes,Double glass,Yes,Yes,,4979 kWh/year,17/09/2034
verviers,6,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc26655,Apartment,413 500 €,Avenue Peltzer 21 4800 Verviers,21,Verviers,2,15 m²,12 m²,1,2,113 m²,Yes,41 m²,West,,2023,New,,Yes,Double glass,Yes,Yes,71 kWh/m²/year,7930 kWh/year,17/09/2034
verviers,6,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc26656,Apartment,449 800 €,Avenue Peltzer 21 4800 Verviers,21,Verviers,2,16 m²,12 m²,1,2,122 m²,Yes,49 m²,South-west,,2023,New,,Yes,Double glass,Yes,Yes,61 kWh/m²/year,7285 kWh/year,17/09/2034
verviers,6,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc27983,Apartment,90 000 €,Rue Coronmeuse 47 305 4800 Verviers,47,Verviers,1,,,,1,55 m²,No,,,3,,,,,,Yes,,172 kWh/m²/year,,
verviers,6,https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vbc21524,Apartment,263 500 €,Avenue Peltzer 21 4802 Heusy,21,Heusy,2,13 m²,10 m²,1,1,91 m²,Yes,15 m²,West,1,2024,New,,Yes,Double glass,Yes,Yes,76 kWh/m²/year,7139 kWh/year,17/09/2034
verviers,6,https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vbc25189,Apartment,285 000 €,Avenue Peltzer 21 4802 Heusy,21,Heusy,2,13 m²,10 m²,1,1,91 m²,Yes,15 m²,West,4,2023,New,,Yes,Double glass,Yes,Yes,49 kWh/m²/year,4654 kWh/year,17/09/2034
verviers,6,https://immovlan.be/en/detail/ground-floor/for-sale/4800/verviers/vbc04700,Ground,99 000 €,"Rue Sècheval 22 2
4800 Verviers",22,Verviers,1,,,1,1,55 m²,Yes,,South-east,0,1995,To renovate,Fully equipped,Yes,Double glass,No,,243 kWh/m²/year,13412 kWh/year,24/11/2034
verviers,6,https://immovlan.be/en/detail/mansion/for-sale/4800/verviers/vbc27899,Mansion,2 800 000 €,Rue Grétry 1 4800 Verviers,1,Verviers,,,,,,1570 m²,Yes,,,,1893,,,,,,,,755 kWh/year,
verviers,6,https://immovlan.be/en/detail/residence/for-sale/4800/lambermont/vbc38055,Residence,265 000 €,Rue de la Belle Vue 24 4800 Lambermont,24,Lambermont,4,,,1,2,126 m²,Yes,12 m²,,,,,,No,,No,,189 kWh/m²/year,,15/01/2035
verviers,6,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc02276,Residence,179 000 €,"Rue de Dison, 109 4800 Verviers",109,Verviers,3,,,1,,163 m²,Yes,30 m²,,,,,,,,,,100 kWh/m²/year,16341 kWh/year,
verviers,6,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc25298,Residence,220 000 €,4800 Verviers,4800,Verviers,6,20 m²,20 m²,2,3,277 m²,Yes,,South-east,,1850,To be renovated,Partially equipped,Yes,Double glass,No,,246 kWh/m²/year,68274 kWh/year,19/01/2035
verviers,6,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc32498,Residence,169 000 €,Rue des Hougnes 121 4800 Verviers,121,Verviers,4,11 m²,13 m²,1,2,150 m²,,,,,1930,To be renovated,,Yes,Double glass,No,,433 kWh/m²/year,61671 kWh/year,30/01/2035
verviers,6,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc38194,Residence,260 000 €,Rue de l'Enseignement 20 4800 Verviers,20,Verviers,3,,,1,2,180 m²,No,,,,,Normal,Partially equipped,,,No,,352 kWh/m²/year,46248 kWh/year,04/12/2034
verviers,6,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbb77771,Residence,Make offer from 285 000 €,Avenue des Linaigrettes 1 4801 Stembert,1,Stembert,4,,,,3,205 m²,Yes,,,,1976,To be renovated,,Yes,,,,305 kWh/m²/year,62602 kWh/year,
verviers,6,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbc14846,Residence,Make offer from 168 500 €,Rue Du Stade 25 4801 Stembert,25,Stembert,3,11 m²,12 m²,2,2,,Yes,25 m²,,,,Normal,Fully equipped,Yes,Double glass,,,354 kWh/m²/year,43859 kWh/year,12/09/2033
verviers,6,https://immovlan.be/en/detail/residence/for-sale/4802/heusy/vbb57890,Residence,299 000 €,Avenue reine Astrid 270 4802 Heusy,270,Heusy,4,17 m²,10 m²,1,1,142 m²,Yes,35 m²,,,,Normal,,Yes,,,,561 kWh/m²/year,85327 kWh/year,17/08/2034
verviers,7,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vba38185,Apartment,115 000 €,"Rue Lucien Defays 19 2
4800 Verviers",19,Verviers,2,20 m²,,1,1,77 m²,,,,2,,Normal,Fully equipped,Yes,Double glass,No,Yes,129 kWh/m²/year,9923 kWh/year,20/12/2032
verviers,7,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vba38186,Apartment,110 000 €,Rue Lucien Defays 19 3 4800 Verviers,19,Verviers,1,12 m²,,1,1,52 m²,,,,3,,Normal,,Yes,Double glass,No,Yes,604 kWh/m²/year,31629 kWh/year,20/12/2032
verviers,7,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vba94552,Apartment,125 000 €,Rue Henri Hurard 53 8 4800 Verviers,53,Verviers,1,16 m²,,1,1,65 m²,,,,3,1978,Excellent,Partially equipped,Yes,Double glass,Yes,Yes,247 kWh/m²/year,17476 kWh/year,15/05/2023
verviers,7,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc04702,Apartment,89 000 €,"Rue Sècheval 22 206
4800 Verviers",22,Verviers,1,,,1,1,58 m²,Yes,3 m²,South-east,2,1995,Normal,,,Double glass,No,,131 kWh/m²/year,7644 kWh/year,24/11/2034
verviers,7,https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vbb89414,Apartment,226 000 €,Rue des Trois Bacs 4802 Heusy,4802,Heusy,1,12 m²,,1,,70 m²,Yes,11 m²,South-west,,2024,,,Yes,Double glass,Yes,Yes,,,
verviers,7,https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vbb89415,Apartment,262 000 €,Rue des Trois Bacs 4802 Heusy,4802,Heusy,2,12 m²,9 m²,1,,80 m²,Yes,10 m²,South-east,,2024,,,Yes,Double glass,Yes,Yes,,,
verviers,7,https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vbb91081,Apartment,328 000 €,Rue des Trois Bacs 4802 Heusy,4802,Heusy,2,12 m²,10 m²,1,,97 m²,Yes,17 m²,South-west,,2024,,,Yes,Double glass,Yes,Yes,,,
verviers,7,https://immovlan.be/en/detail/cottage/for-sale/4800/lambermont/vbb85423,Cottage,Make offer from 185 000 €,Chemin de Cokaihaye 3 4800 Lambermont,3,Lambermont,2,13 m²,12 m²,1,1,105 m²,Yes,,South-east,,,Under construction,,,Double glass,No,,,,
verviers,7,https://immovlan.be/en/detail/duplex/for-sale/4800/verviers/vaz38925,Duplex,215 000 €,Rue Jules Cerexhe 2 4800 Verviers,2,Verviers,3,,,1,,111 m²,,,,3,,Excellent,,,Double glass,,,167 kWh/m²/year,20050 kWh/year,
verviers,7,https://immovlan.be/en/detail/master-house/for-sale/4800/lambermont/vbb88425,Master,299 000 €,Rue Francomont 7 4800 Lambermont,7,Lambermont,9,15 m²,14 m²,2,,794 m²,Yes,130 m²,West,,1700,To be renovated,,Yes,,No,,438 kWh/m²/year,272988 kWh/year,
verviers,7,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vay69184,Mixed,995 000 €,4800 Verviers,4800,Verviers,,,,,1,,No,,,,,,,,,No,,,,
verviers,7,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vaz23466,Mixed,114 000 €,Crapaurue 56 4800 Verviers,56,Verviers,2,,,1,3,148 m²,Yes,6 m²,,,,To be renovated,Not equipped,Yes,,No,,382 kWh/m²/year,31325 kWh/year,26/11/2024
verviers,7,https://immovlan.be/en/detail/mixed-building/for-sale/4802/heusy/vbb97063,Mixed,230 000 €,Avenue Reine Astrid 214 4802 Heusy,214,Heusy,2,,,1,1,86 m²,Yes,,,,,,,,,No,,455 kWh/m²/year,,
verviers,7,https://immovlan.be/en/detail/residence/for-sale/4800/petit-rechain/vba59028,Residence,599 000 €,Rue grand rechain 13 4800 Petit-Rechain,13,Petit-Rechain,9,12 m²,13 m²,3,5,456 m²,Yes,12 m²,,,1800,To be renovated,Partially equipped,Yes,,No,,290 kWh/m²/year,,
verviers,7,https://immovlan.be/en/detail/residence/for-sale/4800/petit-rechain/vbb60423,Residence,229 000 €,Rue Nicolas Arnold 38 4800 Petit-Rechain,38,Petit-Rechain,4,,,,2,153 m²,Yes,12 m²,,,,,,,,No,,435 kWh/m²/year,75729 kWh/year,07/03/2034
verviers,7,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbb54578,Residence,750 000 €,Chemin du Trou du Renard 18 4800 Verviers,18,Verviers,5,9 m²,11 m²,1,2,349 m²,Yes,238 m²,South,,2000,Excellent,,Yes,Double glass,No,Yes,149 kWh/m²/year,41236 kWh/year,25/04/2033
verviers,7,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbb78018,Residence,149 000 €,Rue de Mangombroux 43-45 4800 Verviers,4800,Verviers,9,11 m²,18 m²,1,2,265 m²,,,,,1874,To be renovated,Fully equipped,Yes,,No,,334 kWh/m²/year,88698 kWh/year,26/09/2034
verviers,7,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbb80375,Residence,115 000 €,Rue du Prince 7 4800 Verviers,7,Verviers,4,,,1,1,139 m²,Yes,8 m²,,,,,,,,No,,429 kWh/m²/year,,
verviers,7,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc09464,Residence,172 000 €,Rue des Prairies 23 4800 Verviers,23,Verviers,6,,,2,2,194 m²,Yes,,,,,,,,,No,,,35384 kWh/year,27/11/2034
verviers,7,https://immovlan.be/en/detail/studio/for-sale/4800/verviers/vbc04701,Studio,89 000 €,"Rue Sècheval 22
4800 Verviers",22,Verviers,1,,,1,1,58 m²,Yes,3 m²,South-east,,1995,Normal,Fully equipped,Yes,Double glass,No,,180 kWh/m²/year,10461 kWh/year,24/11/2034
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbb82235,Apartment,174 000 €,Rue du Manège 14 301 4800 Verviers,14,Verviers,3,,,1,2,116 m²,Yes,,,3,,,,No,,Yes,,755 kWh/m²/year,,
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc04299,Apartment,115 000 €,Rue de Liège 105 4800 Verviers,105,Verviers,1,,,1,1,54 m²,Yes,3 m²,,4,1962,Normal,Partially equipped,,,Yes,,222 kWh/m²/year,13912 kWh/year,
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc27577,Apartment,169 000 €,Place d'Arles 15 4800 Verviers,15,Verviers,2,,,1,1,85 m²,Yes,6 m²,,1,1976,,,No,,Yes,,162 kWh/m²/year,,11/04/2033
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc45075,Apartment,157 000 €,Rue Henri-François Grandjean 22 4 4800 Verviers,22,Verviers,3,,,1,1,105 m²,Yes,2 m²,,,1978,,,No,,Yes,,235 kWh/m²/year,26255 kWh/year,
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbc73796,Apartment,189 000 €,Rue Henri Pirenne 77 3 4800 Verviers,77,Verviers,1,,,1,1,56 m²,Yes,6 m²,,2,,,,No,,Yes,,,,
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vba91416,Apartment,192 000 €,Rue du Naimeux 4-3AVG 309 4802 Heusy,309,Heusy,2,,,1,1,106 m²,Yes,3 m²,,3,1977,Normal,Super equipped,,,Yes,,296 kWh/m²/year,33702 kWh/year,25/10/2033
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vbb41476,Apartment,225 000 €,4802 Heusy,4802,Heusy,3,,,1,1,100 m²,Yes,8 m²,,3,1975,,,No,,Yes,,246 kWh/m²/year,,18/06/2030
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vbb55334,Apartment,135 000 €,Avenue Reine Astrid 173 4D 4802 Heusy,173,Heusy,2,,,1,1,75 m²,Yes,3 m²,,4,1971,To be renovated,,No,,Yes,,211 kWh/m²/year,17935 kWh/year,27/11/2032
verviers,8,https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vbc03206,Apartment,195 000 €,Chaussée de Theux 36 410 4802 Heusy,36,Heusy,2,,,1,1,90 m²,Yes,5 m²,,4,1976,Normal,Super equipped,,,Yes,,209 kWh/m²/year,21391 kWh/year,29/10/2034
verviers,8,https://immovlan.be/en/detail/mixed-building/for-sale/4800/verviers/vay56314,Mixed,179 000 €,Place Verte 31 4800 Verviers,31,Verviers,3,12 m²,16 m²,1,2,158 m²,,,,,,Normal,Partially equipped,Yes,Double glass,,,248 kWh/m²/year,40791 kWh/year,
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbb14084,Residence,315 000 €,Avenue Eugène Müllendorff 115 4800 Verviers,115,Verviers,4,,,,2,215 m²,Yes,33 m²,,,1870,Normal,Super equipped,,,No,,375 kWh/m²/year,95330 kWh/year,28/04/2034
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vbc57723,Residence,179 000 €,Rue des Coteaux 44 4800 Verviers,44,Verviers,3,,,1,2,140 m²,Yes,26 m²,,,1933,Normal,Partially equipped,No,,No,,308 kWh/m²/year,,06/03/2035
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vba92392,Residence,174 000 €,Rue Grand'Ry 10 4801 Stembert,10,Stembert,2,,,1,1,119 m²,Yes,,,,,,,No,,No,,228 kWh/m²/year,,14/12/2033
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vba94874,Residence,370 000 €,Rue Léon Lepaon 30 4801 Stembert,30,Stembert,4,,,1,2,135 m²,Yes,18 m²,,,2004,,Super equipped,,,No,,150 kWh/m²/year,26708 kWh/year,06/03/2034
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbb16012,Residence,149 000 €,Rue Delaval 12 4801 Stembert,12,Stembert,3,,,1,1,138 m²,No,,,,1830,To be renovated,Not equipped,No,,No,,466 kWh/m²/year,70875 kWh/year,11/01/2032
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbb77316,Residence,160 000 €,Rue des Charrons 106 4801 Stembert,106,Stembert,3,,,1,2,103 m²,Yes,12 m²,,,1931,To be renovated,Fully equipped,,,No,,337 kWh/m²/year,43542 kWh/year,04/06/2034
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbc30687,Residence,245 000 €,Avenue Fernand Desonay 69 4801 Stembert,69,Stembert,2,,,1,2,154 m²,Yes,15 m²,,,1968,,Super equipped,,,No,,188 kWh/m²/year,36459 kWh/year,07/12/2033
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbc58406,Residence,305 000 €,Rue de Jalhay 65 4801 Stembert,65,Stembert,3,,,1,2,129 m²,,,,,2015,,,No,,No,,109 kWh/m²/year,,
verviers,8,https://immovlan.be/en/detail/residence/for-sale/4801/stembert/vbc61191,Residence,175 000 €,Rue du Stade 49 4801 Stembert,49,Stembert,3,,,1,1,125 m²,Yes,7 m²,,,1951,Normal,Partially equipped,,,No,,400 kWh/m²/year,56195 kWh/year,12/10/2034
verviers,8,https://immovlan.be/en/detail/villa/for-sale/4802/heusy/vbb80381,Villa,369 000 €,Avenue Reine Fabiola 9 4802 Heusy,9,Heusy,4,,,1,2,152 m²,Yes,13 m²,,,1975,,Super equipped,No,,No,,323 kWh/m²/year,51364 kWh/year,04/02/2034
verviers,9,https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vba57988,Apartment,158 000 €,rue du Centre 50-52/4D 408 4800 Verviers,408,Verviers,2,,,1,1,100 m²,Yes,2 m²,,4,1970,Normal,,,,Yes,,201 kWh/m²/year,21590 kWh/year,03/12/2033
verviers,9,https://immovlan.be/en/detail/apartment/for-sale/4802/heusy/vaz18755,Apartment,260 000 €,4802 Heusy,4802,Heusy,3,,,1,1,120 m²,Yes,3 m²,,4,1967,,Super equipped,No,,Yes,,324 kWh/m²/year,,09/03/2027
verviers,9,https://immovlan.be/en/detail/residence/for-sale/4800/verviers/vay70615,Residence,210 000 €,rue des Coteaux 38 4800 Verviers,38,Verviers,4,,,1,1,137 m²,Yes,10 m²,,,1925,,,No,,No,,590 kWh/m²/year,,22/09/2032
verviers,9,https://immovlan.be/en/detail/residence/for-sale/4802/heusy/vba05813,Residence,245 000 €,Avenue du Chaineux 52 4802 Heusy,52,Heusy,3,,,1,2,160 m²,Yes,8 m²,,,1959,,Super equipped,,,No,,431 kWh/m²/year,64059 kWh/year,07/08/2033
verviers,9,https://immovlan.be/en/detail/villa/for-sale/4801/stembert/vaz55302,Villa,395 000 €,Rue Arsène Buchet 1 4801 Stembert,1,Stembert,4,,,1,2,180 m²,Yes,21 m²,,,1991,Normal,Not equipped,No,,No,,222 kWh/m²/year,,25/04/2033
wavre,1,https://immovlan.be/en/detail/apartment/for-sale/1300/limal/vbc88678,Apartment,249 000 €,Avenue de la Gare 11 1300 Limal,11,Limal,3,,,1,1,135 m²,Yes,,,,1970,To be renovated,Partially equipped,No,,No,,505 kWh/m²/year,,25/09/2030
wavre,1,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc81200,Apartment,Make offer from 210 000 €,Avenue du Centre Sportif 49 F3 1300 Wavre,49,Wavre,1,15 m²,,1,1,74 m²,Yes,,,3,1967,Normal,Super equipped,Yes,Double glass,Yes,Yes,154 kWh/m²/year,12173 kWh/year,13/12/2028
wavre,1,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc87394,Apartment,315 000 €,1300 Wavre,1300,Wavre,2,17 m²,13 m²,1,2,105 m²,Yes,,West,3,1969,Excellent,Fully equipped,Yes,Double glass,Yes,Yes,206 kWh/m²/year,20922 kWh/year,26/05/2035
wavre,1,https://immovlan.be/en/detail/duplex/for-sale/1300/wavre/vbc88468,Duplex,360 000 €,rue de Bruxelles 26 1300 Wavre,26,Wavre,3,20 m²,15 m²,1,2,131 m²,Yes,,,2,,Normal,Super equipped,,Double glass,No,,187 kWh/m²/year,27760 kWh/year,21/01/2026
wavre,1,https://immovlan.be/en/detail/duplex/for-sale/1300/wavre/vbc88470,Duplex,325 000 €,rue de Bruxelles 26 1300 Wavre,26,Wavre,3,15 m²,14 m²,1,2,99 m²,Yes,,,2,,Normal,Super equipped,,Double glass,No,,117 kWh/m²/year,13958 kWh/year,12/09/2033
wavre,1,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/rbt67804,Residence,299 000 €,Chaussée des Francs 14 1300 Wavre,14,Wavre,3,,,1,,,,,,,1972,Excellent,,No,Double glass,,No,29782 kWh/m²/year,,
wavre,1,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc10044,Residence,725 000 €,Chaussée de Louvain 232 1300 Wavre,232,Wavre,5,,,2,3,320 m²,Yes,,,,,,Not equipped,,,No,,152 kWh/m²/year,45890 kWh/year,11/05/2032
wavre,1,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc81794,Residence,395 000 €,Rue Lambert Fortune 75 1300 Wavre,75,Wavre,,,,,3,210 m²,No,,,,,,Not equipped,,,No,,,,
wavre,1,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc86923,Residence,690 000 €,1300 Wavre,1300,Wavre,6,13 m²,15 m²,3,4,270 m²,Yes,75 m²,North-east,,2010,Excellent,Super equipped,,Double glass,No,,146 kWh/m²/year,45221 kWh/year,30/10/2033
wavre,1,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc87737,Residence,299 000 €,Champ des Monts 1 1300 Wavre,1,Wavre,5,19 m²,9 m²,1,3,211 m²,Yes,,,,1953,To be renovated,,Yes,Simple glass,No,,356 kWh/m²/year,83848 kWh/year,
wavre,1,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc89380,Residence,575 000 €,Avenue de l'Aquilon 18 1300 Wavre,18,Wavre,4,,,2,3,165 m²,Yes,,,,,,,No,,No,,236 kWh/m²/year,,14/05/2035
wavre,1,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc89818,Residence,Make offer from 325 000 €,1300 Wavre,1300,Wavre,4,19 m²,19 m²,2,2,171 m²,Yes,13 m²,,,1930,Normal,Fully equipped,Yes,,No,,265 kWh/m²/year,,
wavre,1,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc90014,Residence,515 000 €,Venelle des Voltigeurs 7 1300 Wavre,7,Wavre,4,12 m²,12 m²,3,3,225 m²,Yes,,,,1982,To be renovated,,Yes,Double glass,No,,416 kWh/m²/year,94721 kWh/year,12/06/2035
wavre,1,https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbc90496,Residence,400 000 €,Rue du Quatre Août 51 1300 Wavre,51,Wavre,1,,,1,2,130 m²,,,,,,,,No,,No,,257 kWh/m²/year,,27/06/2028
wavre,1,https://immovlan.be/en/detail/villa/for-sale/1300/wavre/rwc39829,Villa,386 050 €,1300 Wavre,1300,Wavre,3,,,1,,400 m²,,,,,2025,Excellent,Super equipped,,Double glass,,Yes,,,
wavre,1,https://immovlan.be/en/detail/villa/for-sale/1300/wavre/vbc72964,Villa,499 000 €,Rue Provinciale 302 1300 Wavre,302,Wavre,4,10 m²,16 m²,1,2,148 m²,Yes,80 m²,,,2010,Excellent,Fully equipped,Yes,Double glass,No,,141 kWh/m²/year,29473 kWh/year,09/04/2035
wavre,1,https://immovlan.be/en/detail/villa/for-sale/1300/wavre/vbc88905,Villa,579 000 €,1300 Wavre,1300,Wavre,4,10 m²,11 m²,1,2,175 m²,Yes,40 m²,,,,Normal,Super equipped,,Double glass,No,,204 kWh/m²/year,40738 kWh/year,
wavre,2,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc84443,Apartment,265 050 €,Rue Provinciale 60 1300 Wavre,60,Wavre,1,13 m²,,1,1,65 m²,Yes,,,1,2028,New,Partially equipped,,Double glass,Yes,,85 kWh/m²/year,,
wavre,2,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc84444,Apartment,405 000 €,Rue Provinciale 60 1300 Wavre,60,Wavre,2,15 m²,9 m²,2,1,93 m²,Yes,,,2,2028,New,Partially equipped,,Double glass,Yes,,85 kWh/m²/year,,
wavre,2,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc84445,Apartment,505 000 €,Rue Provinciale 60 1300 Wavre,60,Wavre,3,14 m²,11 m²,2,2,114 m²,Yes,,,3,2028,New,Partially equipped,,Double glass,Yes,,85 kWh/m²/year,,
wavre,2,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc84446,Apartment,899 000 €,Rue Provinciale 60 1300 Wavre,60,Wavre,4,17 m²,12 m²,3,3,167 m²,Yes,,,4,2028,New,Partially equipped,,Double glass,Yes,,85 kWh/m²/year,,
wavre,2,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc85008,Apartment,430 000 €,1300 Wavre,1300,Wavre,2,14 m²,13 m²,2,2,92 m²,Yes,,South-west,3,2028,New,Super equipped,Yes,Double glass,Yes,Yes,,,
wavre,2,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc85254,Apartment,345 000 €,1300 Wavre,1300,Wavre,2,12 m²,11 m²,1,1,77 m²,Yes,,North-west,,2026,New,Super equipped,,Double glass,No,Yes,85 kWh/m²/year,,
wavre,2,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc85255,Apartment,295 000 €,1300 Wavre,1300,Wavre,2,11 m²,9 m²,1,1,80 m²,Yes,,North-west,1,2026,New,Super equipped,,Double glass,No,Yes,85 kWh/m²/year,,
wavre,2,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc85256,Apartment,310 000 €,1300 Wavre,1300,Wavre,2,10 m²,9 m²,1,1,71 m²,Yes,6 m²,North-west,2,2026,New,Super equipped,,Double glass,No,Yes,85 kWh/m²/year,,
wavre,2,https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbc85518,Apartment,899 000 €,Rue Provinciale 60 1300 Wavre,60,Wavre,4,17 m²,12 m²,3,3,168 m²,Yes,,,4,2028,New,Partially equipped,,Double glass,Yes,,85 kWh/m²/year,,
